,,0
464,14, Root mean squared errors
464,15, Streaming service
465,1, Decision making
465,2, Distance education
465,9, Graduate schools
465,11, Long-term perspective
465,12, Multi-class support vector machines
465,13, On-line education
465,14, Performance evaluations
467,1, Image segmentation
467,2, Mesh generation
467,3, Pipe flow
467,6, Turbulence models
467,7, Computationally efficient
467,8, Cylindrical
467,10, One-dimensional turbulence model
467,11, One-dimensional turbulence modeling
467,12, Spherical configurations
467,13, Spherical coordinates
467,14, Velocity fluctuations
467,15, Fighter aircraft
467,16, advection
467,18, cylinder
467,20, numerical model
467,21, one-dimensional modeling
467,22, pipe flow
467,23, turbulence
468,2, Joints (structural components)
468,4, Rollers (machine components)
468,5, Compliant
468,8, Rolling contacts
468,9, Ruled surfaces
471,0,Hardware
471,2, Usability engineering
471,3, Hardware tokens
471,4, Longitudinal study
473,0,Engineering research
473,1, Content creation
475,0,CMOS integrated circuits
475,1, Dielectric devices
475,2, Digital cameras
475,3, Image sensors
475,4, Imaging systems
475,8, Metallic compounds
475,12, MOS devices
475,13, Oxide semiconductors
475,14, Photomultipliers
475,15, Polydimethylsiloxane
475,16, Signal conditioning circuits
475,18, Transistors
475,19, Analyte concentration
475,20, Complementary metal oxide semiconductor image sensor
475,21, Complementary metal oxide semiconductors
475,22, Contact imaging
475,25, Photomultiplier tube
475,26, Polydimethylsiloxane PDMS
476,1, Array processing
476,4, Correlation methods
476,6, Directional patterns (antenna)
476,9, Antenna array synthesis
476,10, Antenna radiation pattern synthesis
476,11, Array signal processing
476,12, Conventional beamforming
476,13, Electromagnetic propagation
476,14, Numerical implementation
476,16, Semi-definite programming
478,1, Computer aided instruction
478,2, Design
478,4, Fusion reactions
478,8, affective theories
478,9, Design projects
478,10, Electrodermal activity
478,11, Learning environments
478,12, Multi-modal
479,0,Complex networks
479,4, Flexible manipulators
479,6, Jacobian matrices
479,9, Distributed compliances
479,11, Force-displacement relations
479,12, Kinetostatic analysis
479,13, Matrix displacement method
479,14, Parameter optimization
479,16, Single degree of freedoms
480,0,Asteroids
480,1, Astrophysics
480,2, Infrared imaging
480,3, Infrared spectroscopy
480,5, Orbits
480,6, Planets
480,7, Satellites
480,8, Space telescopes
480,11, Telescopes
480,12, Thermography (imaging)
480,13, Infra-red survey telescope
480,14, Infrared space observatory
480,15, James Webb space telescope
480,16, Kuiper belt objects
480,17, Large synoptic survey telescopes
480,18, Moving target tracking
480,19, Next generation space telescopes
480,20, System investigation
480,21, Earth (planet)
481,2, Printing presses
481,5, Exposure conditions
481,9, Rapid feedback
481,10, Surface feature
481,11, Three-dimensional (3D) printing
496,0,Extraction
496,3, Incompressible flow
496,5, Displacement-based method
496,9, Nearly incompressible
496,11, Sparse non-symmetric systems
496,12, Spline representation
498,0,Clocks
498,1, Electric current measurement
498,3, Operational amplifiers
498,5, Transconductance
498,6, Charge redistribution
498,7, Charge-Steering
498,8, Circuits and systems
498,9, Dynamic Circuits
498,10, Linearity
498,12, Light amplifiers
499,0,Crystallization
499,4, Grain growth
499,5, Grain refinement
499,7, Superalloys
499,8, Tribology
499,9, Annealing twins
499,10, Austenitic alloys
499,11, Boundary migration
499,12, Boundary misorientations
499,13, Discontinuous dynamic recrystallization
499,15, Formation mechanism
499,16, Grain refinement mechanism
499,17, Dynamic recrystallization
500,1, Aspect ratio
500,3, Glass
500,6, Laminar flow
500,13, Bubble nucleation
500,14, High aspect ratio
500,18, Transport dynamics
500,19, Volumetric flow rate
502,8, Excitation pattern
502,10, Multi-mode waveguides
502,11, Optical throughput
502,12, Optofluidic biosensor
502,13, Rib waveguides
502,14, Simultaneous identification
504,0,Axial compression
504,6, Retaining walls
504,8, Walls (structural partitions)
504,9, Axial compressive load
504,10, Compression strength
504,11, Deformation properties
504,12, Eccentric loading
504,13, Flexural compression
504,15, Out of plane loads
504,16, Out-of-plane bending
504,17, Compressive strength
505,0,Gravitation
505,4, Physiological models
505,5, Strain gages
505,6, BP neural networks
505,7, Identification accuracy
505,9, Nanocomposite sensors
505,10, Physiological parameters
505,11, Simple structures
505,13, Three layer BP neural network
505,17, artificial neural network
505,26, physiologic monitoring
505,36," Monitoring, Physiologic"
505,39, Neural Networks (Computer)
505,40, Posture
509,0,Blasting
509,1, Brain
509,2, Diffusion
509,4, Neuroimaging
509,5, Diffusion magnetic resonance imaging
509,6, Diffusion mris
509,8, Individual Differences
509,10, Neuroimaging genetics
509,11, Posttraumatic stress disorder
509,12, Traumatic Brain Injuries
510,0,Energy transfer
510,5, Windlasses
510,6, Forefoot strike
510,7, Metatarsophalangeal joints
510,8, Mid-foot
510,10, Rearfoot
510,15, forefoot strike
510,18, human experiment
510,20, kinetics
510,21, metatarsophalangeal joint
510,22, midtarsal locking
510,23, normal human
510,25, rearfoot strike
510,27, running strike pattern
510,28, windlass mechanism
510,30, foot joint
510,32, running
510,37, Foot Joints
510,40, Running
511,0,Electric field measurement
511,1, Electric fields
511,2, Fiber amplifiers
511,4, Fiber optics
511,6, Noise abatement
511,7, Optical signal processing
511,9, Rail guns
511,10, Sensor networks
511,12, Differential sensors
511,13, Electromagnetic rail guns
511,14, High-pressure and temperatures
511,15, Interference noise
511,16, Multiple noise sources
511,17, Noise reduction technique
511,18, Optical phase modulation
511,19, Test and evaluation
512,2, Cyclic voltammetry
512,3, Electric conductivity
512,4, Microanalysis
512,5, Microelectrodes
512,9, Electrochemical measurements
512,10, Electrochemical response
512,11, Mechanical robustness
512,13, Microelectrode array
512,14, Neural probes
512,15, Phosphate buffered saline solutions
512,18, dopamine
512,19, paraquat
512,20, phosphate buffered saline
512,22, cyclic potentiometry
512,23, electric conductance
512,24, electric conductivity
512,25, microtechnology
513,0,Computer aided engineering
513,1, Computer aided language translation
513,3, Engine cylinders
513,6, Data translations
513,7, Design understanding
513,8, Engineering data
513,11, Four cylinder engine
513,12, Model interaction
513,13, User experiments
514,7, Welding
514,10, Pi theorem
514,12, Thermal model
514,13, Weld parameters
515,4, Bench-mark problems
515,5, Convergence rates
515,8, Patch models
515,9, Solution strategy
515,10, Spline space
515,11, Weak continuity
515,12, Interpolation
517,0,Nanocomposites
517,2, Correction algorithms
517,3, Humidity and temperatures
517,6, Multi-functional materials
517,8, Self-sensing
517,9, Signal drift
517,10, Foams
519,0,Convergence of numerical methods
519,1, Eigenvalues and eigenfunctions
519,3, Spectrum analysis
519,4, Wave transmission
519,5, Bifurcation points
519,6, Computational aspects
519,7, Eigenvalue equations
519,8, Evans function
519,9, Linearized operators
519,10, Loss of stability
519,11, Spectral stability
520,0,Crosstalk
520,1, Construction design
520,2, Flexible tactile sensors
520,3, Manufacturability
520,4, Rigid substrates
520,6, Soft robot
520,7, Soft-bodies
520,8, Tactile sensor array
522,0,Coatings
522,2, Light scattering
522,5, Anti-reflective
522,6, Blocking layers
522,8, Light couplings
522,10, Thin film layers
526,0,Infrared devices
526,1, Lasers
526,3, atrium
526,7, Superior vena cava
526,8, Catheters
526,10, central venous catheter
526,11, heart atrium
526,12, pig
526,13, spectroscopy
526,14, superior cava vein
526,16, Central Venous Catheters
526,17, Heart Atria
526,18, Spectrum Analysis
526,19, Swine
526,20," Vena Cava, Superior"
527,0,Land use
527,1, Motor transportation
527,2, Roads and streets
527,3, Traffic control
527,4, Traffic signals
527,5, Conditional autoregressive
527,6, Road network
527,7, Safety modeling
527,10, Transportation
527,11, Bayes theorem
527,12, China
527,13, city
527,14, environmental planning
527,16, prevention and control
527,17, safety
527,18, statistical model
527,19, suburban population
527,20, traffic accident
527,21," Accidents, Traffic"
527,22, Bayes Theorem
527,24, Cities
527,25, Environment Design
527,27," Models, Statistical"
527,28, Safety
527,29, Suburban Population
529,2, Health
529,5, Radial basis function networks
529,7, 10-fold cross-validation
529,8, Endurance time
529,9, Generalized Regression Neural Network(GRNN)
529,10, Machine learning methods
529,11, Multi-layer feed forward
529,13, Questionnaire data
529,14, Radial basis function neural networks
532,3, Crystallographic textures
532,6, Microstructure design
532,7, Triple junction
532,8, Materials properties
533,0,Fire extinguishers
533,1, Fire fighting equipment
533,2, Fire protection
533,3, Fires
533,4, Heptane
533,5, Ambient fluids
533,6, Coanda effects
533,9, Quiescent fluid
533,10, Rugged terrain
533,11, Separation distances
533,12, Small-scale experiment
534,4, Key elements
535,0,Embankments
535,2, Landslides
535,3, Levees
535,6, Rivers
535,7, Soil liquefaction
535,9, Cultural heritages
535,11, Japan earthquakes
535,12, Liquefaction-induced damage
535,13, National Science Foundations
535,14, River embankments
535,15, Roads and highways
535,20, earthquake magnitude
535,21, earthquake rupture
535,22, extreme event
535,23, lidar
535,24, liquefaction
535,25, Japan
535,26, Kumamoto
535,27, Kyushu
537,0,enzyme variant
537,1, lysozyme
537,2, macrogol
537,3, protein
537,4, solvent
537,5, recombinant protein
537,6, viral protein
537,9, chemical modification
537,10, coarse grain simulation
537,12, conjugation
537,17, protein stability
537,19, screening
537,21, thermostability
537,22, biological model
537,23, biosynthesis
537,24, blood
537,27, Enterobacteria phage T4
537,28, enzymology
537,30, gene expression
537,31, genetics
537,32, Bacteriophage T4
537,33, Cell-Free System
537,35, Gene Expression
537,36," Models, Biological"
537,37, Muramidase
537,38, Polyethylene Glycols
537,39, Recombinant Proteins
537,40, Viral Proteins
538,0,Computer debugging
538,2, High level synthesis
538,5, Memory architecture
538,6, Program debugging
538,8, Architectural support
538,9, Architecture exploration
538,10, Area overhead
538,11, Buffer memory
538,12, In-system debug
538,13, Recompilation
538,14, Source codes
538,15, Turn-arounds
539,2, Computational methods
539,6, Skin
539,7, Surgery
539,8, Computational model
539,10, Solid model
539,11, Suture
539,12, Two-dimensional displays
539,13, Wound closure
539,14, Wounds
539,15, Robotic surgery
539,17, computer simulation
539,20, practice guideline
539,22, robot assisted surgery
539,23, stress strain relationship
539,24, suture technique
539,25, wound
539,28, education
539,30, robotic surgical procedure
539,32, Computer Simulation
539,36, Robotic Surgical Procedures
539,37, Suture Techniques
540,0,Amino acids
540,1, Aromatic compounds
540,2, Color
540,3, Colorimetry
540,4, Metal ions
540,6, Color changes
540,7, Colorimetric sensors
540,8, Dual sensor
540,9, HOMO-LUMO transitions
540,10, Limit of detection
540,12, Sensor molecules
540,13, Visible light
540,14, Mercury (metal)
541,0,Extended Kalman filters
541,1, Phase measurement
541,3, Delay
541,5, Irregular sampling
541,8, Random communication delay
541,10, State Estimators
545,0,Computer aided analysis
545,1, Computer software
545,2, Computer supported cooperative work
545,3, Collaboration software
545,4, Collaborative design
545,5, Comparative analysis
545,6, Computer aided designs (CAD)
545,7, Engineering process
545,8, Future research directions
546,0,Foams
546,1, Materials testing
546,2, Sports
546,3, Ashby methods
546,4, Energy absorption materials
546,5, Experimental approaches
546,7, Impact scenarios
546,9, Specific energy absorption
547,0,Axial flow
547,1, Crystal microstructure
547,2, Crystallization
547,13, Axial forces
547,14, Distribution of grains
547,16, Low angle grain boundaries
547,18, Process fundamentals
547,19, Recrystallization and grain boundaries
547,21, Grain boundary sliding
548,4, Canonical form
548,5, Computer aided design systems
548,6, Configuration management
548,7, Heterogeneous CAD
548,9, Product life cycle management
548,10, Referential integrity
548,11, Transactional database
556,2, Bandwidth
556,3, Dipole antennas
556,6, Aperture antennas
556,10, Superdirectivity
556,11, Horn antennas
559,0,Dams
559,1, Environmental regulations
559,4, Personnel training
559,5, Reservoir management
559,6, Reservoirs (water)
559,9, Advisory committee
559,10, Deposited sediments
559,12, Reservoir sediments
559,13, Sediment management
559,14, Sediment management plans
559,15, U.s. bureau of reclamations
559,16, Water informations
559,17, Sediments
564,1, History
564,3, Course structure
564,4, Cultural awareness
564,5, Cultural impacts
564,7, Higher order thinking skills
564,8, Participatory learning
564,9, Student assignments
564,10, Student engagement
565,2, Applied learning
565,5, Field trips
566,0,Abstracting
566,1, Education computing
566,3, Problem solving
566,6, Chunking
566,7, Complex problem solving
566,8, Conceptual understanding
566,9, Educational experiences
566,11, Information overloads
566,12, Information reduction
572,0,Carbon steel
572,3, High strength alloys
572,13, High strength low alloy steels
572,14, Microstructure and properties
572,16, Oxide dispersion strengthened steel
572,17, Typical properties
572,18, Welding temperatures
573,6, Hardness
573,7, Plate metal
573,13, Corrosion products
573,14, Corrosion testing
573,15, Crack-healing
573,17, Hall Petch relationship
573,18, Intermittent immersions
573,19, Inverse correlation
585,2, Capabilities
585,9, Research and development
588,3, Integrated circuit testing
588,6, Benchmark testing
588,7, Design sensitivity
588,8, Device architectures
588,9, Device sensitivity
588,10, Integrated circuit reliability
588,12, Sensitivity
590,0,Architecture
590,3, Nanosatellites
590,4, Space optics
590,6, Cubesat
590,7, Earth observations
590,9, Microwave remote sensing
590,10, Ocean winds
591,0,Laser beams
591,1, Micromanipulators
591,2, Asymmetric heating
591,3, Centimeter-scale
591,4, Laser particles
591,5, Microscopic particle
591,6, Opticaltrapping
591,8, Thermal accommodation
591,9, Trapped particle
591,10, Three dimensional displays
592,0,C (programming language)
592,3, Human computer interaction
592,8, Human-robot-team
592,11, Path planing
592,13, Re-planning
600,1, Deflection (structures)
600,2, Nickel alloys
600,4, Surgical equipment
600,6, Complaint mechanisms
601,0,Numerical models
601,1, Reinforced concrete
601,2, Shear walls
601,3, Limit analysis
601,4, Lower bound theorem
601,5, Masonry shear walls
601,7, Modelling methodology
601,8, Shear strength predictions
601,10, Theory of plasticity
601,11, Stresses
602,5, Safety devices
602,7, Bonded systems
602,8, In-plane shear
602,9, Interlocking systems
602,12, Numerical response
602,13, Stack systems
602,14, Surface coatings
603,3, Engineering Design Activities
603,4, Engineering design course
603,5, Freshman engineering design
603,6, Freshmen engineering
603,7, Learning outcome
603,8, Self efficacy
605,0,Distributed computer systems
605,5, Collaborative learning
605,6, Communication medium
605,7, Computer mediated communication
605,8, Distributed engineering
605,9, Engineering design teams
605,10, Multi disciplinary engineerings
605,12, Virtual team
621,0,Coal combustion
621,6, Particle size analysis
621,7, Particulate emissions
621,8, Comparative simulation
621,9, Computational domains
621,10, Computational expense
621,11, Detailed modeling
621,12, Large scale simulations
621,13, Soot formations
621,14, Soot particle size distributions
621,15, Soot precursors
622,0,Unmanned aerial vehicles (UAV)
622,1, Geolocations
622,2, Optimal images
622,3, Processing time
622,4, Specific vehicles
622,6, Target classification algorithms
622,7, Target model
633,0,Earthquake engineering
633,2, Hydraulic structures
633,3, Quay walls
633,5, Soil mechanics
633,7, Failure mechanism
633,8, Field observations
633,9, Geophysical techniques
633,10, Geotechnical exploration
633,11, Geotechnical modeling
633,12, Lateral earth pressure
633,13, Simplified evaluations
636,1, Conceptual blocks
636,4, First-year curriculum
637,1, Butt welding
637,2, Characterization
637,5, Materials handling
637,7, Tensile strength
637,9, Textures
637,12, AA6111
637,13, Butt joints
637,15, High Speed
639,0,Antenna phased arrays
639,2, Digital signal processing
639,5, Optical telescopes
639,6, Wave propagation
639,7, Commissioning test
639,8, Figures of merits
639,10, Green Bank Telescope
639,11, Measured results
639,12, Phased array feeds
639,13, Real-time digital signal processing
639,14, Simulated performance
639,15, Radio telescopes
641,6, Augmented reality systems
641,7, Display system
641,9, Near-to-Eye display
641,10, Optical platforms
641,12, Volume holograms
641,13, Waveguide optics
642,4, Cyber Physical System
642,8, Cyber security
642,9, Insider Threat
642,10, Multiparty computation
643,4, Object detection
643,5, Cascade algorithm
643,6, Detection rates
643,7, Facial recognition
643,8, Image brightness
643,9, Image contrasts
643,10, Manual labeling
643,11, Non cooperative situations
643,12, Roadside cameras
643,13, Face recognition
644,2, Lime
644,4, Numerical analysis
644,5, Plasma confinement
644,6, Poisson ratio
644,7, Applied loads
644,8, Experimental and numerical analysis
644,9, Mortar specimens
644,11, Nonlinear elastics
644,12, Stress-strain behaviors
645,2, Dynamic analysis
645,3, Electric sensing devices
645,8, Ballistic armors
645,11, Energy dissipation mechanism
645,12, High-speed camera image
645,13, In-situ measurement
645,14, Spectral distortions
645,15, Wavelength shift
646,0,Conceptual design
646,1, Curricula
646,6, Video conferencing
646,8, Electrical engineering students
646,9, Inter-disciplinary designs
646,10, Multi-disciplinary designs
646,13, Student design projects
646,14, Teaching methodologies
646,15, University of technologies
649,0,Cellulose
649,1, Dispensers
649,3, Fiber reinforced materials
649,4, Fiber reinforced plastics
649,6, Hemp
649,7, Hybrid materials
649,8, Kenaf fibers
649,9, Lignin
649,10, Natural fibers
649,15, Thermodynamic properties
649,16, Composite thermal properties
649,17, Constituent materials
649,18, Eco-composites
649,19, Effective thermal conductivity
649,20, Experimental investigations
649,21, Fiber reinforced composites
649,23, Multilevels
649,25, Cellulose
649,26, Composites
649,28, Lignins
649,29, Thermal Conductivity
660,3, Distribution functions
660,5, Maps
660,6, Tensors
660,7, 22q11.2 deletion syndrome
660,8, Diffusion anisotropy
660,11, White matter
660,12, Anisotropy
661,0,Learning algorithms
661,2, Best model
661,4, Default values
661,5, Hyper-parameter optimizations
661,6, Hyperparameters
661,8, Performance improvements
661,9, Systematic analysis
665,3, Aperiodic arrays
665,4, Aperture efficiency
665,6, Design technique
665,7, Electrically large
665,8, Frequency sensitivity
665,9, Numerical optimizations
665,10, Peak sidelobe level
666,1, Accelerometers
666,2, Fatigue crack propagation
666,4, Nanosensors
666,6, Sporting goods
666,11, Impact velocities
666,17, polyurethan
666,18, polyurethan foam
666,19, acceleration
666,22, foam
666,23, football
666,24, football player
666,25, Gadd severity index
666,26, injury scale
666,27, injury severity
666,29, piezoelectricity
666,32, accelerometry
666,34, conductometry
666,35, device failure analysis
666,36, devices
666,37, equipment design
666,38, evaluation study
666,39, helmet
666,41, nanotechnology
666,42, pressure transducer
666,43, reproducibility
666,45, sports equipment
666,46, Acceleration
666,47, Accelerometry
666,48, Conductometry
666,49, Equipment Design
666,50, Equipment Failure Analysis
666,51, Football
666,52, Head Protective Devices
666,56, Polyurethanes
666,57, Reproducibility of Results
666,58, Sensitivity and Specificity
666,59, Sports Equipment
666,60," Transducers, Pressure"
667,0,Audition
667,1, Speech recognition
667,2, Auditory feedback
667,3, Hearing disorders
667,4, Stroke counts
667,5, Vocal tract movements
667,8, Whispered speech
669,2, College buildings
669,3, Communication channels (information theory)
669,6, Multipath propagation
669,7, Radio transmission
669,8, Radio waves
669,14, Directional Antenna
669,15, Propagation loss
669,16, Wireless communications
671,0,Cast iron
671,5, Water supply
671,6, Electric power supply
671,7, Fundamental mechanisms
671,8, Lateral spreading
671,10, Pipeline failures
671,11, Roads and bridges
671,12, Transportation system
671,13, Water distribution networks
671,14, Water distribution systems
671,15, distribution system
671,19, landslide
671,20, pipeline
671,21, water supply
672,0,Bibliographies
672,4, Industrial relations
672,5, Instruments
672,7, Conciseness
672,9, Pragmatics
672,10, Word choices
672,11, Writing style
673,0,Acoustic radiators
673,4, Shells (structures)
673,5, Acoustic radiation modes
673,6, Basis functions
673,7, Circular cylindrical shells
673,8, Critical design parameters
673,9, Cut-on phenomena
673,11, Radiation efficiency
673,12, Radiation mode
674,1, Antenna feeders
674,2, Antenna radiation
674,6, Electric resistance
674,7, Radio astronomy
674,8, Radio communication
674,10, Satellite communication systems
674,11, Effective resistances
674,14, Phased array antennas
674,17, Antenna phased arrays
675,0,Carbon
675,1, Compressibility
675,3, Mechanical permeability
675,4, Molding
675,7, Empirical measurement
675,10, Non-uniform thickness
675,11, Permeability measurements
675,12, Reinforcement materials
675,13, Thickness gradients
675,14, Vacuum infusion
676,0,Analog to digital conversion
676,1, Capacitance measurement
676,2, Frequency converters
676,6, Capacitor mismatch
676,7, Measurement precision
676,8, Metal oxides
676,9, Mismatch characterization
676,10, Multiplexing techniques
676,11, Resolution requirements
676,12, Sensitivity improvements
677,4, Boundary element analysis
677,6, Deformable particles
677,10, Smoothing techniques
678,5, High-speed interrogation
678,6, Sensor systems
678,8, Stiffened composite
678,9, Temporal resolution
678,10, Tunable filters
678,11, Wavelength division multiplexed
679,0,Access control
679,1, Application programs
679,3, Security systems
679,4, Software design
679,5, Application security
679,6, End-to-end encryption
679,8, Legacy software
679,11, Security features
679,12, Threat mitigation
683,1, Insertion losses
683,2, Manufacture
683,3, Melting
683,5, Waveguide attenuators
683,8, Attenuation performance
683,9, Complex structure
683,10, High mechanical strength
683,11, Industry standards
683,13, Selective laser melting
683,14, Waveguide structure
686,1, Electric control equipment
686,4, Heat conduction
686,14, Comparison of models
686,15, First-order plus dead-time models
686,18, Heat source modeling
686,19, Heat sources
686,20, Quasi steady state conditions
688,1, Computer science
688,3, Data visualization
688,6, Facings
688,7, Flow visualization
688,10, Visualization
688,11, Conferences
688,12, Data and knowledge visualizations
688,13, Intelligent educational systems
688,14, Literature reviews
688,16, Support systems
689,0,Aircraft carriers
689,1, Aircraft communication
689,4, Systems analysis
689,5, Uncertainty analysis
689,6, Adaptability
690,6, Liquefied gases
690,7, Logic devices
690,12, Electromagnetic calorimeter
690,13, High energy physics experiments
690,14, High energy physics experiments (HEP)
690,17, Reliability requirements
690,20, High energy physics
691,0,Bandpass filters
691,1, Circuit elements
691,2, Narrow band filter
691,3, Phase-shift method
691,4, Spectral purity
691,5, Standing problems
691,6, Tunable oscillator
691,7, Typical values
691,9, Voltage dividers
694,0,Biophysics
694,5, Average errors
694,6, Calibration model
694,7, Cross validation
694,9, Ground reaction forces
694,10, Human movements
694,11, Human walking
694,12, Novel nanocomposites
694,17, body height
694,18, body mass
694,19, calibration
694,20, exercise intensity
694,23, ground reaction force
694,27, measurement accuracy
694,28, nanocomposite piezo responsive foam sensor
694,31, shoe
694,32, three dimensional imaging
694,33, treadmill
694,34, validation process
694,38, clinical trial
694,49, Walking
697,0,Industrial engineering
697,1, Industry
697,2, Ascending auctions
697,3, Average numbers
697,4, Internet auctions
697,6, Commerce
698,0,endotoxin
698,2, analysis
698,3, bed
698,7, environmental monitoring
698,11, season
698,15, Bedding and Linens
698,19, Environmental Monitoring
698,20, Floors and Floorcoverings
698,22, Seasons
699,0,Grippers
699,2, MIS devices
699,5, Transplantation (surgical)
699,6, Bending stress
699,7, Mechanical advantage
699,10, Range of motions
699,11, Research results
699,13, Two-degree of freedom
699,18, grasping forceps
699,19, large scale production
699,20, minimally invasive surgery
699,21, range of motion
701,0,gadolinium pentetate meglumine
701,6, cartilage
701,8, controlled clinical trial
701,10, disease severity
701,12, femoroacetabular impingement
701,13, hip osteoarthritis
701,20, prognosis
701,21, prospective study
701,25, complication
701,28, early diagnosis
701,30, hip
701,36, radiography
701,42, Early Diagnosis
701,44, Femoracetabular Impingement
701,45, Follow-Up Studies
701,47, Hip Joint
701,52," Osteoarthritis, Hip"
701,53, Prognosis
701,54, Prospective Studies
701,55, Radiography
702,1, Design implications
702,2, Human-in-the-loop
702,3, Interactive system
702,4, Mixed-initiative interactions
702,5, Model algorithms
702,6, Refinement operations
702,7, Topic Modeling
704,2, Message format
704,3, Negative information
704,5, Small buffers
704,6, Social relationships
706,0,Fluorescence
706,2, Plasma CVD
706,3, Plasma enhanced chemical vapor deposition
706,6, Absorption effects
706,8, Fluorescence sensing
706,9, Fluorescence sensors
706,11, Plasma enhanced chemical vapor depositions (PE CVD)
706,12, Single oxides
708,0,Aerodynamics
708,1, Air
708,3, Fluid dynamics
708,7, Dimensionless ratios
708,8, Effective diameter
708,9, Flow-structure interaction
708,10, High speed imaging
708,11, Hydrodynamic forces
708,12, Impact hydrodynamic pressure
708,13, Interfacial flow (free surface)
708,14, Oscillation periods
708,16, aerodynamics
708,18, fluid mechanics
708,19, free surface flow
708,21, interface
708,23, sphere
709,1, Group theory
709,3, Atomic displacement
709,4, Combinatorial explosion
709,5, Displacement direction
709,7, Elimination process
709,9, Model alloys
709,10, Thermal properties of materials
710,0,Anechoic chambers
710,4, Millimeter waves
710,5, Reverberation
710,8, Antenna radiation efficiency
710,9, Measurement uncertainty
710,10, Open ended waveguides
710,12, Reverberation chambers
710,13, Wireless systems
713,8, Dissimilar aluminum alloy
713,10, Joint property
713,11, Macroscopic materials
713,12, Material combination
713,13, Mechanical behavior
713,14, Process response
713,15, Quasi-static tensile test
714,4, Vectors
714,7, Crystal lattice structure
714,8, Crystal system
714,10, Naval Research Laboratory
714,11, Pearson symbol
715,0,Concurrent engineering
715,1, Candidate models
715,3, Completion time
715,5, Multiple user
715,6, Optimal number
715,7, Predictive power
715,8, Refined model
718,3, Mobile robots
718,7, Design optimization
718,8, Design parameters
718,9, Load-bearing capacity
718,10, Multi-objective design optimization
718,11, Multi-objective fitness function
718,12, Pneumatic robot
718,14, Target application
722,0,Avionics
722,2, Heavy ions
722,3, Phase locked loops
722,6, Beam testing
722,11, Soft error rate
724,3, Gene expression
724,5, Biological phenomena
724,6, Codon bias
724,7, Contextual information
724,8, Global context
724,9, Heterologous gene expressions
724,10, Language model
724,11, Long-range dependencies
724,12, Protein sequences
724,13, Modeling languages
726,1, Construction industry
726,5, Commercial construction
726,6, Economic cycles
726,7, Economic downturn
726,8, Economic Recession
726,12, Sampling survey
727,2, Genes
727,3, Genetic engineering
727,4, Bubble structures
727,6, Phylogenetic tree reconstruction
727,7, Phylogenetic trees
727,9, Supermatrix
727,10, Whole genome sequences
728,3, Disease associations
728,6, Next-generation sequencing
728,9, Single nucleotides
729,0,Commerce
729,1, Basin of attraction
729,2, Competitive environment
729,3, cooperation
729,4, Differential games
729,5, Initial conditions
729,6, Nash equilibria
729,7, Non-cooperative
729,8, Side-payments
729,9, Game theory
732,4, Management science
732,7, Construction management
732,8, Construction Management Courses
732,9, Construction projects
732,11, Experiential learning theories
732,12, Learning opportunity
732,13, Project management principles
739,1, Bridges
739,2, Curves (road)
739,5, Geophysics
739,6, Losses
739,7, Risk assessment
739,8, Seismic design
739,10, Seismology
739,17, Highway bridges
739,18, bridge
739,19, cyclic loading
739,21, dynamic analysis
739,26, Chile
741,0,Application programs
741,2, Computer aided engineering
741,3, Cost engineering
741,6, Standards
741,8, collaboration
741,11, Heterogeneous systems
741,12, National institute for standards and technologies
741,13, Real-time collaboration
741,14, SQL database
742,0,Analog circuits
742,2, Differential amplifiers
742,3, Gain measurement
742,6, Power amplifiers
742,7, Cascode
742,8, Differential circuits
742,9, High voltage gain
742,10, Low power amplifiers
742,11, Moderate inversion
742,12, Strong inversion regions
742,13, Ultra high voltage
742,15, Cascode amplifiers
743,3, Rural areas
743,8, Market introduction
743,10, Sales and distribution
743,11, Testing conditions
743,12, Drills
744,1, Energy conservation
744,3, Office buildings
744,4, Weather information services
744,5, Building energy consumption
744,6, Building energy efficiency
744,8, Commercial building
744,9, Energy simulation
744,10, Heating and cooling
744,11, Normalization methods
744,12, Standard operating conditions
745,0,Antigens
745,2, Medical imaging
745,3, Phase interfaces
745,6, Urology
745,7, Hierarchical splines
745,10, Phase fields
747,0,Autonomous agents
747,1, Separation
747,4, Air delivery systems
747,5, Capacity limitation
747,6, Design and implementations
747,7, Model and simulation
747,8, Multi-Agent Model
747,9, Separation assurances
747,11, Unmanned aerial vehicle systems
748,0,Constitutive models
748,2, Elastoplasticity
748,4, Plasticity
748,5, Unloading
748,7, Yield stress
748,8, Crystal plasticity
748,9, Dislocation pileup
748,10, Dual-phase steel
748,11, Representative volume element (RVE)
748,12, Superdislocations
749,0,Integrated optics
749,2, Optical films
749,6, Refraction
749,7, Refractive index
749,13, Film stress
749,14, High index
749,15, High refractive index difference
749,16, High-humidity environment
749,17, Intrinsic stress
750,0,Efficiency
750,2, Mixing
750,5, RNA
750,7, Air bubbles
750,9, Concentration ranges
750,11, Point of care
750,12, RNA detection
750,13, Single-molecule detection
750,14, Streptavidin beads
750,16, streptavidin
750,17, virus RNA
750,19, antiresonant reflecting optical waveguide biosensor chip
750,21, automation
750,23, concentration (parameters)
750,25, Ebolavirus
750,26, incubation time
750,30, process development
750,31, process optimization
750,32, sample preparation multiplexer
750,34, sensitivity analysis
750,35, signal detection
750,37, virus detection
750,43," Hemorrhagic Fever, Ebola"
750,45, isolation and purification
750,46, microfluidic analysis
